Testbild Nr. 1: JA, Label = 7, Vorhersage: 7, Fehler: 5.15431e-36
Testbild Nr. 3354: JA, Label = 1, Vorhersage: 1, Fehler: 1.03926e-26
Testbild Nr. 3355: JA, Label = 1, Vorhersage: 1, Fehler: 2.50418e-25
Testbild Nr. 3356: JA, Label = 2, Vorhersage: 2, Fehler: 5.25148e-38
Testbild Nr. 3357: JA, Label = 7, Vorhersage: 7, Fehler: 1.59756e-06
Testbild Nr. 3358: JA, Label = 4, Vorhersage: 4, Fehler: 2.08464e-25
Testbild Nr. 3359: JA, Label = 0, Vorhersage: 0, Fehler: 0.49475
Testbild Nr. 3360: JA, Label = 0, Vorhersage: 0, Fehler: 0.443212
Testbild Nr. 3361: JA, Label = 7, Vorhersage: 7, Fehler: 3.07014e-37
Testbild Nr. 3362: JA, Label = 7, Vorhersage: 7, Fehler: 1.49082e-29
Testbild Nr. 3363: JA, Label = 6, Vorhersage: 6, Fehler: 1.15907e-32
Testbild Nr. 3364: JA, Label = 3, Vorhersage: 3, Fehler: 1.1937e-24
Testbild Nr. 3365: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.500005
Testbild Nr. 3366: JA, Label = 6, Vorhersage: 6, Fehler: 5.83949e-10
Testbild Nr. 3367: JA, Label = 4, Vorhersage: 4, Fehler: 1.43362e-12
Testbild Nr. 3368: NEIN, Label = 2, Vorhersage: 3, Fehler: 0.501943
Testbild Nr. 3369: JA, Label = 0, Vorhersage: 0, Fehler: 5.45141e-05
Testbild Nr. 3370: JA, Label = 9, Vorhersage: 9, Fehler: 1.79029e-12
Testbild Nr. 3371: JA, Label = 4, Vorhersage: 4, Fehler: 2.14084e-24
Testbild Nr. 3372: JA, Label = 0, Vorhersage: 0, Fehler: 0.412409
Testbild Nr. 3373: JA, Label = 5, Vorhersage: 5, Fehler: 3.99368e-40
Testbild Nr. 3374: JA, Label = 7, Vorhersage: 7, Fehler: 1.3273e-42
Testbild Nr. 3375: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.999995
Testbild Nr. 3376: JA, Label = 2, Vorhersage: 2, Fehler: 0.0257219
Testbild Nr. 3377: JA, Label = 7, Vorhersage: 7, Fehler: 5.51578e-21
Testbild Nr. 3378: JA, Label = 4, Vorhersage: 4, Fehler: 2.8848e-08
Testbild Nr. 3379: JA, Label = 7, Vorhersage: 7, Fehler: 1.22707e-18
Testbild Nr. 3380: JA, Label = 1, Vorhersage: 1, Fehler: 2.66932e-25
Testbild Nr. 3381: JA, Label = 1, Vorhersage: 1, Fehler: 1.37773e-31
Testbild Nr. 3382: JA, Label = 3, Vorhersage: 3, Fehler: 0.489254
Testbild Nr. 3383: JA, Label = 6, Vorhersage: 6, Fehler: 1.41132e-11
Testbild Nr. 3384: JA, Label = 6, Vorhersage: 6, Fehler: 5.55037e-05
Testbild Nr. 3385: JA, Label = 2, Vorhersage: 2, Fehler: 0.5
Testbild Nr. 3386: JA, Label = 9, Vorhersage: 9, Fehler: 5.6593e-19
Testbild Nr. 3387: JA, Label = 1, Vorhersage: 1, Fehler: 1.44278e-31
Testbild Nr. 3388: JA, Label = 9, Vorhersage: 9, Fehler: 2.22023e-15
Testbild Nr. 3389: JA, Label = 4, Vorhersage: 4, Fehler: 2.29798e-11
Testbild Nr. 3390: NEIN, Label = 8, Vorhersage: 3, Fehler: 0.5
Testbild Nr. 3391: JA, Label = 3, Vorhersage: 3, Fehler: 0.478845
Testbild Nr. 3392: JA, Label = 6, Vorhersage: 6, Fehler: 0.000132747
Testbild Nr. 3393: JA, Label = 9, Vorhersage: 9, Fehler: 0.990598
Testbild Nr. 3394: JA, Label = 5, Vorhersage: 5, Fehler: 4.75165e-47
Testbild Nr. 3395: NEIN, Label = 9, Vorhersage: 7, Fehler: 0.963903
Testbild Nr. 3396: JA, Label = 6, Vorhersage: 6, Fehler: 2.37971e-22
Testbild Nr. 3397: JA, Label = 2, Vorhersage: 2, Fehler: 0.328237
Testbild Nr. 3398: JA, Label = 4, Vorhersage: 4, Fehler: 6.87077e-19
Testbild Nr. 3399: JA, Label = 6, Vorhersage: 6, Fehler: 2.08344e-10
Testbild Nr. 3400: JA, Label = 7, Vorhersage: 7, Fehler: 1.64688e-19
Testbild Nr. 3401: JA, Label = 7, Vorhersage: 7, Fehler: 3.60756e-46
Testbild Nr. 3402: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 3403: JA, Label = 6, Vorhersage: 6, Fehler: 1.68536e-06
Testbild Nr. 3404: JA, Label = 6, Vorhersage: 6, Fehler: 3.75153e-09
Testbild Nr. 3405: JA, Label = 9, Vorhersage: 9, Fehler: 6.54747e-08
Testbild Nr. 3406: JA, Label = 4, Vorhersage: 4, Fehler: 9.86852e-10
Testbild Nr. 3407: NEIN, Label = 8, Vorhersage: 7, Fehler: 0.5
Testbild Nr. 3408: JA, Label = 3, Vorhersage: 3, Fehler: 4.22928e-19
Testbild Nr. 3409: JA, Label = 5, Vorhersage: 5, Fehler: 1.3626e-35
Testbild Nr. 3410: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.589618
Testbild Nr. 3411: JA, Label = 4, Vorhersage: 4, Fehler: 2.09539e-13
Testbild Nr. 3412: JA, Label = 9, Vorhersage: 9, Fehler: 4.89536e-06
Testbild Nr. 3413: JA, Label = 0, Vorhersage: 0, Fehler: 2.18713e-07
Testbild Nr. 3414: JA, Label = 0, Vorhersage: 0, Fehler: 4.69719e-08
Testbild Nr. 3415: JA, Label = 5, Vorhersage: 5, Fehler: 0.48649
Testbild Nr. 3416: JA, Label = 2, Vorhersage: 2, Fehler: 9.30196e-32
Testbild Nr. 3417: JA, Label = 5, Vorhersage: 5, Fehler: 2.46911e-17
Testbild Nr. 3418: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.499998
Testbild Nr. 3419: JA, Label = 7, Vorhersage: 7, Fehler: 8.13538e-07
Testbild Nr. 3420: JA, Label = 1, Vorhersage: 1, Fehler: 4.67528e-22
Testbild Nr. 3421: JA, Label = 1, Vorhersage: 1, Fehler: 5.62325e-36
Testbild Nr. 3422: JA, Label = 1, Vorhersage: 1, Fehler: 1.8828e-15
Testbild Nr. 3423: JA, Label = 6, Vorhersage: 6, Fehler: 0.499341
Testbild Nr. 3424: JA, Label = 7, Vorhersage: 7, Fehler: 3.71255e-17
Testbild Nr. 3425: JA, Label = 6, Vorhersage: 6, Fehler: 0.0247598
Testbild Nr. 3426: JA, Label = 7, Vorhersage: 7, Fehler: 1.15981e-21
Testbild Nr. 3427: JA, Label = 9, Vorhersage: 9, Fehler: 8.84657e-06
Testbild Nr. 3428: JA, Label = 6, Vorhersage: 6, Fehler: 0.261379
Testbild Nr. 3429: JA, Label = 6, Vorhersage: 6, Fehler: 2.19092e-23
Testbild Nr. 3430: JA, Label = 4, Vorhersage: 4, Fehler: 0.00320662
Testbild Nr. 3431: JA, Label = 1, Vorhersage: 1, Fehler: 4.81648e-22
Testbild Nr. 3432: JA, Label = 4, Vorhersage: 4, Fehler: 3.43643e-17
Testbild Nr. 3433: JA, Label = 3, Vorhersage: 3, Fehler: 0.48578
Testbild Nr. 3434: JA, Label = 1, Vorhersage: 1, Fehler: 4.05719e-18
Testbild Nr. 3435: JA, Label = 1, Vorhersage: 1, Fehler: 1.23899e-28
Testbild Nr. 3436: JA, Label = 2, Vorhersage: 2, Fehler: 8.7431e-33
Testbild Nr. 3437: NEIN, Label = 2, Vorhersage: 7, Fehler: 0.497578
Testbild Nr. 3438: JA, Label = 4, Vorhersage: 4, Fehler: 1.30437e-15
Testbild Nr. 3439: JA, Label = 1, Vorhersage: 1, Fehler: 5.28036e-06
Testbild Nr. 3440: JA, Label = 0, Vorhersage: 0, Fehler: 7.3623e-14
Testbild Nr. 3441: NEIN, Label = 8, Vorhersage: 5, Fehler: 1
Testbild Nr. 3442: JA, Label = 7, Vorhersage: 7, Fehler: 4.47834e-24
Testbild Nr. 3443: JA, Label = 6, Vorhersage: 6, Fehler: 9.00057e-06
Testbild Nr. 3444: JA, Label = 3, Vorhersage: 3, Fehler: 1.6774e-08
Testbild Nr. 3445: JA, Label = 4, Vorhersage: 4, Fehler: 8.88277e-05
Testbild Nr. 3446: JA, Label = 0, Vorhersage: 0, Fehler: 1.5753e-05
Testbild Nr. 3447: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.732312
Testbild Nr. 3448: JA, Label = 6, Vorhersage: 6, Fehler: 0.441656
Testbild Nr. 3449: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.999999
Testbild Nr. 3450: JA, Label = 3, Vorhersage: 3, Fehler: 2.70547e-27
Testbild Nr. 3451: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 3452: JA, Label = 7, Vorhersage: 7, Fehler: 7.01793e-16
Testbild Nr. 3453: JA, Label = 1, Vorhersage: 1, Fehler: 3.39961e-35
Testbild Nr. 3454: JA, Label = 7, Vorhersage: 7, Fehler: 6.89636e-07
Testbild Nr. 3455: JA, Label = 1, Vorhersage: 1, Fehler: 1.08794e-17
Testbild Nr. 3456: JA, Label = 1, Vorhersage: 1, Fehler: 2.33152e-12
Testbild Nr. 3457: JA, Label = 3, Vorhersage: 3, Fehler: 0.5
Testbild Nr. 3458: JA, Label = 1, Vorhersage: 1, Fehler: 0.487893
Testbild Nr. 3459: JA, Label = 0, Vorhersage: 0, Fehler: 0.00691586
Testbild Nr. 3460: JA, Label = 9, Vorhersage: 9, Fehler: 3.89964e-12
Testbild Nr. 3461: JA, Label = 9, Vorhersage: 9, Fehler: 0.0686408
Testbild Nr. 3462: JA, Label = 7, Vorhersage: 7, Fehler: 1.99215e-32
Testbild Nr. 3463: JA, Label = 5, Vorhersage: 5, Fehler: 2.10749e-54
Testbild Nr. 3464: JA, Label = 4, Vorhersage: 4, Fehler: 7.751e-22
Testbild Nr. 3465: JA, Label = 1, Vorhersage: 1, Fehler: 1.78195e-10
Testbild Nr. 3466: JA, Label = 4, Vorhersage: 4, Fehler: 2.30048e-16
Testbild Nr. 3467: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.981167
Testbild Nr. 3468: JA, Label = 9, Vorhersage: 9, Fehler: 0.376481
Testbild Nr. 3469: JA, Label = 5, Vorhersage: 5, Fehler: 3.67855e-22
Testbild Nr. 3470: JA, Label = 3, Vorhersage: 3, Fehler: 0.45838
Testbild Nr. 3471: JA, Label = 5, Vorhersage: 5, Fehler: 5.31597e-31
Testbild Nr. 3472: JA, Label = 1, Vorhersage: 1, Fehler: 2.12108e-32
Testbild Nr. 3473: JA, Label = 9, Vorhersage: 9, Fehler: 1.33876e-15
Testbild Nr. 3474: NEIN, Label = 8, Vorhersage: 5, Fehler: 1
Testbild Nr. 3475: JA, Label = 2, Vorhersage: 2, Fehler: 4.78526e-09
Testbild Nr. 3476: JA, Label = 3, Vorhersage: 3, Fehler: 0.49995
Testbild Nr. 3477: JA, Label = 3, Vorhersage: 3, Fehler: 0.00226501
Testbild Nr. 3478: JA, Label = 9, Vorhersage: 9, Fehler: 2.83379e-06
Testbild Nr. 3479: NEIN, Label = 9, Vorhersage: 4, Fehler: 0.999849
Testbild Nr. 3480: JA, Label = 0, Vorhersage: 0, Fehler: 0.499663
Testbild Nr. 3481: JA, Label = 1, Vorhersage: 1, Fehler: 1.61688e-31
Testbild Nr. 3482: JA, Label = 0, Vorhersage: 0, Fehler: 7.81248e-17
Testbild Nr. 3483: JA, Label = 2, Vorhersage: 2, Fehler: 0.00278546
Testbild Nr. 3484: JA, Label = 9, Vorhersage: 9, Fehler: 0.5
Testbild Nr. 3485: JA, Label = 3, Vorhersage: 3, Fehler: 1.29798e-18
Testbild Nr. 3486: JA, Label = 9, Vorhersage: 9, Fehler: 2.2705e-15
Testbild Nr. 3487: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.548435
Testbild Nr. 3488: JA, Label = 3, Vorhersage: 3, Fehler: 4.21646e-21
Testbild Nr. 3489: JA, Label = 6, Vorhersage: 6, Fehler: 2.30608e-19
Testbild Nr. 3490: NEIN, Label = 2, Vorhersage: 1, Fehler: 0.598921
Testbild Nr. 3491: NEIN, Label = 4, Vorhersage: 5, Fehler: 0.906982
Testbild Nr. 3492: JA, Label = 9, Vorhersage: 9, Fehler: 0.491646
Testbild Nr. 3493: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 3494: JA, Label = 3, Vorhersage: 3, Fehler: 0.498694
Testbild Nr. 3495: JA, Label = 7, Vorhersage: 7, Fehler: 0.00459315
Testbild Nr. 3496: JA, Label = 4, Vorhersage: 4, Fehler: 8.16695e-28
Testbild Nr. 3497: JA, Label = 0, Vorhersage: 0, Fehler: 2.38096e-15
Testbild Nr. 3498: JA, Label = 4, Vorhersage: 4, Fehler: 2.88235e-16
Testbild Nr. 3499: JA, Label = 7, Vorhersage: 7, Fehler: 3.23401e-06
Testbild Nr. 3500: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 3501: JA, Label = 4, Vorhersage: 4, Fehler: 4.35259e-28
Testbild Nr. 3502: JA, Label = 9, Vorhersage: 9, Fehler: 7.42683e-14
Testbild Nr. 3503: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.56442
Testbild Nr. 3504: NEIN, Label = 9, Vorhersage: 1, Fehler: 0.808216
Testbild Nr. 3505: JA, Label = 9, Vorhersage: 9, Fehler: 3.49044e-15
Testbild Nr. 3506: JA, Label = 7, Vorhersage: 7, Fehler: 8.01291e-14
Testbild Nr. 3507: JA, Label = 5, Vorhersage: 5, Fehler: 3.49019e-12
Testbild Nr. 3508: JA, Label = 9, Vorhersage: 9, Fehler: 3.83211e-20
Testbild Nr. 3509: JA, Label = 2, Vorhersage: 2, Fehler: 0.00407648
Testbild Nr. 3510: NEIN, Label = 8, Vorhersage: 7, Fehler: 0.5
Testbild Nr. 3511: NEIN, Label = 2, Vorhersage: 3, Fehler: 0.5
Testbild Nr. 3512: NEIN, Label = 2, Vorhersage: 7, Fehler: 0.5
Testbild Nr. 3513: JA, Label = 0, Vorhersage: 0, Fehler: 1.84798e-10
Testbild Nr. 3514: JA, Label = 2, Vorhersage: 2, Fehler: 1.68903e-19
Testbild Nr. 3515: NEIN, Label = 2, Vorhersage: 5, Fehler: 0.489931
Testbild Nr. 3516: JA, Label = 3, Vorhersage: 3, Fehler: 2.17369e-27
Testbild Nr. 3517: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 3518: JA, Label = 4, Vorhersage: 4, Fehler: 0.499297
Testbild Nr. 3519: JA, Label = 6, Vorhersage: 6, Fehler: 1.45974e-11
Testbild Nr. 3520: JA, Label = 8, Vorhersage: 8, Fehler: 7.54684e-14
Testbild Nr. 3521: NEIN, Label = 6, Vorhersage: 4, Fehler: 1
Testbild Nr. 3522: NEIN, Label = 8, Vorhersage: 5, Fehler: 1
Testbild Nr. 3523: JA, Label = 2, Vorhersage: 2, Fehler: 0.020996
Testbild Nr. 3524: JA, Label = 4, Vorhersage: 4, Fehler: 9.18703e-19
Testbild Nr. 3525: JA, Label = 6, Vorhersage: 6, Fehler: 2.08893e-24
Testbild Nr. 3526: JA, Label = 7, Vorhersage: 7, Fehler: 1.07945e-06
Testbild Nr. 3527: JA, Label = 9, Vorhersage: 9, Fehler: 0.00013244
Testbild Nr. 3528: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 3529: JA, Label = 3, Vorhersage: 3, Fehler: 1.46161e-16
Testbild Nr. 3530: NEIN, Label = 9, Vorhersage: 4, Fehler: 0.999683
Testbild Nr. 3531: JA, Label = 4, Vorhersage: 4, Fehler: 0.5
Testbild Nr. 3532: JA, Label = 3, Vorhersage: 3, Fehler: 4.62718e-14
Testbild Nr. 3533: JA, Label = 1, Vorhersage: 1, Fehler: 1.7316e-09
Testbild Nr. 3534: JA, Label = 4, Vorhersage: 4, Fehler: 0.499996
Testbild Nr. 3535: JA, Label = 4, Vorhersage: 4, Fehler: 0.5
Testbild Nr. 3536: JA, Label = 7, Vorhersage: 7, Fehler: 0.0782992
Testbild Nr. 3537: JA, Label = 0, Vorhersage: 0, Fehler: 0.0276456
Testbild Nr. 3538: JA, Label = 5, Vorhersage: 5, Fehler: 8.04914e-18
Testbild Nr. 3539: JA, Label = 9, Vorhersage: 9, Fehler: 1.09958e-42
Testbild Nr. 3540: JA, Label = 6, Vorhersage: 6, Fehler: 0.497835
Testbild Nr. 3541: JA, Label = 0, Vorhersage: 0, Fehler: 5.51474e-17
Testbild Nr. 3542: JA, Label = 4, Vorhersage: 4, Fehler: 0.5
Testbild Nr. 3543: JA, Label = 4, Vorhersage: 4, Fehler: 1.30172e-10
Testbild Nr. 3544: NEIN, Label = 4, Vorhersage: 1, Fehler: 0.953564
Testbild Nr. 3545: JA, Label = 4, Vorhersage: 4, Fehler: 5.54825e-11
Testbild Nr. 3546: JA, Label = 6, Vorhersage: 6, Fehler: 3.74327e-34
Testbild Nr. 3547: JA, Label = 1, Vorhersage: 1, Fehler: 3.51879e-24
Testbild Nr. 3548: NEIN, Label = 2, Vorhersage: 3, Fehler: 0.529312
Testbild Nr. 3549: JA, Label = 3, Vorhersage: 3, Fehler: 4.82425e-11
Testbild Nr. 3550: JA, Label = 3, Vorhersage: 3, Fehler: 0.5
Testbild Nr. 3551: NEIN, Label = 6, Vorhersage: 5, Fehler: 1
Testbild Nr. 3552: JA, Label = 4, Vorhersage: 4, Fehler: 1.04149e-15
Testbild Nr. 3553: JA, Label = 5, Vorhersage: 5, Fehler: 6.73483e-12
Testbild Nr. 3554: JA, Label = 9, Vorhersage: 9, Fehler: 7.16805e-12
Testbild Nr. 3555: JA, Label = 6, Vorhersage: 6, Fehler: 4.98057e-17
Testbild Nr. 3556: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.999999
Testbild Nr. 3557: JA, Label = 5, Vorhersage: 5, Fehler: 1.5904e-26
Testbild Nr. 3558: NEIN, Label = 6, Vorhersage: 5, Fehler: 0.730136
Testbild Nr. 3559: JA, Label = 5, Vorhersage: 5, Fehler: 9.4497e-21
Testbild Nr. 3560: NEIN, Label = 8, Vorhersage: 5, Fehler: 1
Testbild Nr. 3561: JA, Label = 6, Vorhersage: 6, Fehler: 3.44355e-18
Testbild Nr. 3562: JA, Label = 4, Vorhersage: 4, Fehler: 1.36349e-27
Testbild Nr. 3563: JA, Label = 1, Vorhersage: 1, Fehler: 2.7933e-19
Testbild Nr. 3564: NEIN, Label = 8, Vorhersage: 5, Fehler: 1
Testbild Nr. 3565: JA, Label = 6, Vorhersage: 6, Fehler: 0.494327
Testbild Nr. 3566: JA, Label = 5, Vorhersage: 5, Fehler: 8.75562e-14
Testbild Nr. 3567: JA, Label = 2, Vorhersage: 2, Fehler: 1.02173e-13
Testbild Nr. 3568: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.999972
Testbild Nr. 3569: JA, Label = 4, Vorhersage: 4, Fehler: 0.00015818
Testbild Nr. 3570: JA, Label = 5, Vorhersage: 5, Fehler: 5.83923e-34
Testbild Nr. 3571: JA, Label = 5, Vorhersage: 5, Fehler: 7.98301e-46
Testbild Nr. 3572: JA, Label = 4, Vorhersage: 4, Fehler: 0.00607217
Testbild Nr. 3573: JA, Label = 7, Vorhersage: 7, Fehler: 8.41996e-46
Testbild Nr. 3574: NEIN, Label = 7, Vorhersage: 4, Fehler: 0.5
Testbild Nr. 3575: NEIN, Label = 0, Vorhersage: 7, Fehler: 1
Testbild Nr. 3576: JA, Label = 7, Vorhersage: 7, Fehler: 6.78665e-30
Testbild Nr. 3577: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 3578: JA, Label = 2, Vorhersage: 2, Fehler: 7.35692e-06
Testbild Nr. 3579: JA, Label = 2, Vorhersage: 2, Fehler: 1.63172e-06
Testbild Nr. 3580: JA, Label = 3, Vorhersage: 3, Fehler: 4.72255e-13
Testbild Nr. 3581: JA, Label = 7, Vorhersage: 7, Fehler: 0.499995
Testbild Nr. 3582: JA, Label = 0, Vorhersage: 0, Fehler: 6.82965e-05
Testbild Nr. 3583: JA, Label = 1, Vorhersage: 1, Fehler: 4.51512e-09
Testbild Nr. 3584: NEIN, Label = 8, Vorhersage: 1, Fehler: 0.5
Testbild Nr. 3585: JA, Label = 0, Vorhersage: 0, Fehler: 0.499997
Testbild Nr. 3586: JA, Label = 7, Vorhersage: 7, Fehler: 1.07372e-31
Testbild Nr. 3587: JA, Label = 1, Vorhersage: 1, Fehler: 1.42878e-11
Testbild Nr. 3588: JA, Label = 9, Vorhersage: 9, Fehler: 0.19785
Testbild Nr. 3589: JA, Label = 8, Vorhersage: 8, Fehler: 1.07607e-18
Testbild Nr. 3590: JA, Label = 7, Vorhersage: 7, Fehler: 0.00200617
Testbild Nr. 3591: JA, Label = 5, Vorhersage: 5, Fehler: 0.150866
Testbild Nr. 3592: JA, Label = 5, Vorhersage: 5, Fehler: 3.96297e-24
Testbild Nr. 3593: JA, Label = 9, Vorhersage: 9, Fehler: 0.498708
Testbild Nr. 3594: JA, Label = 1, Vorhersage: 1, Fehler: 2.25052e-18
Testbild Nr. 3595: JA, Label = 7, Vorhersage: 7, Fehler: 1.62671e-08
Testbild Nr. 3596: JA, Label = 5, Vorhersage: 5, Fehler: 1.47678e-27
Testbild Nr. 3597: JA, Label = 4, Vorhersage: 4, Fehler: 1.68066e-18
Testbild Nr. 3598: NEIN, Label = 9, Vorhersage: 5, Fehler: 1
Testbild Nr. 3599: JA, Label = 1, Vorhersage: 1, Fehler: 3.68787e-06
Testbild Nr. 3600: JA, Label = 2, Vorhersage: 2, Fehler: 0.307872
Testbild Nr. 3601: JA, Label = 2, Vorhersage: 2, Fehler: 2.74548e-09
Testbild Nr. 3602: JA, Label = 1, Vorhersage: 1, Fehler: 0.343389
Testbild Nr. 3603: JA, Label = 6, Vorhersage: 6, Fehler: 1.5473e-07
Testbild Nr. 3604: JA, Label = 6, Vorhersage: 6, Fehler: 4.02261e-34
Testbild Nr. 3605: JA, Label = 7, Vorhersage: 7, Fehler: 1.58365e-11
Testbild Nr. 3606: JA, Label = 1, Vorhersage: 1, Fehler: 1.18336e-20
Testbild Nr. 3607: JA, Label = 1, Vorhersage: 1, Fehler: 0.5
Testbild Nr. 3608: JA, Label = 4, Vorhersage: 4, Fehler: 1.7039e-30
Testbild Nr. 3609: JA, Label = 0, Vorhersage: 0, Fehler: 0.499999
Testbild Nr. 3610: JA, Label = 7, Vorhersage: 7, Fehler: 0.00279624
Testbild Nr. 3611: JA, Label = 4, Vorhersage: 4, Fehler: 7.46696e-30
Testbild Nr. 3612: JA, Label = 2, Vorhersage: 2, Fehler: 2.55899e-12
Testbild Nr. 3613: JA, Label = 4, Vorhersage: 4, Fehler: 5.1444e-23
Testbild Nr. 3614: JA, Label = 0, Vorhersage: 0, Fehler: 0.00688035
Testbild Nr. 3615: JA, Label = 6, Vorhersage: 6, Fehler: 4.84118e-13
Testbild Nr. 3616: JA, Label = 4, Vorhersage: 4, Fehler: 2.23853e-14
Testbild Nr. 3617: JA, Label = 7, Vorhersage: 7, Fehler: 9.35463e-12
Testbild Nr. 3618: JA, Label = 6, Vorhersage: 6, Fehler: 4.43503e-14
Testbild Nr. 3619: JA, Label = 9, Vorhersage: 9, Fehler: 0.291235
Testbild Nr. 3620: JA, Label = 5, Vorhersage: 5, Fehler: 8.92605e-60
Testbild Nr. 3621: JA, Label = 3, Vorhersage: 3, Fehler: 3.13778e-05
Testbild Nr. 3622: JA, Label = 4, Vorhersage: 4, Fehler: 2.86506e-19
Testbild Nr. 3623: JA, Label = 6, Vorhersage: 6, Fehler: 5.20411e-18
Testbild Nr. 3624: JA, Label = 5, Vorhersage: 5, Fehler: 1.27214e-10
Testbild Nr. 3625: JA, Label = 0, Vorhersage: 0, Fehler: 0.5
Testbild Nr. 3626: JA, Label = 1, Vorhersage: 1, Fehler: 2.37799e-22
Testbild Nr. 3627: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 3628: NEIN, Label = 8, Vorhersage: 1, Fehler: 0.499817
Testbild Nr. 3629: JA, Label = 2, Vorhersage: 2, Fehler: 5.50401e-56
Testbild Nr. 3630: NEIN, Label = 8, Vorhersage: 3, Fehler: 0.5
Testbild Nr. 3631: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.999787
Testbild Nr. 3632: JA, Label = 5, Vorhersage: 5, Fehler: 7.01944e-25
Testbild Nr. 3633: JA, Label = 7, Vorhersage: 7, Fehler: 4.18145e-32
Testbild Nr. 3634: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.866065
Testbild Nr. 3635: JA, Label = 0, Vorhersage: 0, Fehler: 0.00265536
Testbild Nr. 3636: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.997946
Testbild Nr. 3637: JA, Label = 5, Vorhersage: 5, Fehler: 2.66671e-19
Testbild Nr. 3638: JA, Label = 7, Vorhersage: 7, Fehler: 5.03552e-26
Testbild Nr. 3639: JA, Label = 1, Vorhersage: 1, Fehler: 6.15731e-22
Testbild Nr. 3640: JA, Label = 1, Vorhersage: 1, Fehler: 2.23223e-15
Testbild Nr. 3641: JA, Label = 0, Vorhersage: 0, Fehler: 0.474097
Testbild Nr. 3642: JA, Label = 1, Vorhersage: 1, Fehler: 3.22542e-30
Testbild Nr. 3643: JA, Label = 3, Vorhersage: 3, Fehler: 5.27711e-18
Testbild Nr. 3644: JA, Label = 7, Vorhersage: 7, Fehler: 9.15332e-10
Testbild Nr. 3645: JA, Label = 8, Vorhersage: 8, Fehler: 0.000324991
Testbild Nr. 3646: JA, Label = 5, Vorhersage: 5, Fehler: 3.21149e-06
Testbild Nr. 3647: JA, Label = 0, Vorhersage: 0, Fehler: 5.0833e-07
Testbild Nr. 3648: JA, Label = 7, Vorhersage: 7, Fehler: 6.64514e-22
Testbild Nr. 3649: JA, Label = 1, Vorhersage: 1, Fehler: 2.24874e-32
Testbild Nr. 3650: JA, Label = 1, Vorhersage: 1, Fehler: 4.074e-23
Testbild Nr. 3651: JA, Label = 0, Vorhersage: 0, Fehler: 0.00516536
Testbild Nr. 3652: JA, Label = 1, Vorhersage: 1, Fehler: 3.71943e-18
Testbild Nr. 3653: JA, Label = 1, Vorhersage: 1, Fehler: 2.25051e-25
Testbild Nr. 3654: JA, Label = 4, Vorhersage: 4, Fehler: 1.66356e-20
Testbild Nr. 3655: JA, Label = 5, Vorhersage: 5, Fehler: 9.24428e-11
Testbild Nr. 3656: JA, Label = 2, Vorhersage: 2, Fehler: 0.718668
Testbild Nr. 3657: JA, Label = 7, Vorhersage: 7, Fehler: 4.09171e-31
Testbild Nr. 3658: JA, Label = 6, Vorhersage: 6, Fehler: 0.221789
Testbild Nr. 3659: JA, Label = 2, Vorhersage: 2, Fehler: 7.36094e-09
Testbild Nr. 3660: JA, Label = 3, Vorhersage: 3, Fehler: 1.29719e-10
Testbild Nr. 3661: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.500018
Testbild Nr. 3662: JA, Label = 2, Vorhersage: 2, Fehler: 2.61291e-09
Testbild Nr. 3663: NEIN, Label = 8, Vorhersage: 4, Fehler: 0.5
Testbild Nr. 3664: JA, Label = 5, Vorhersage: 5, Fehler: 3.97066e-07
Testbild Nr. 3665: NEIN, Label = 9, Vorhersage: 7, Fehler: 1.49722
Testbild Nr. 3666: NEIN, Label = 6, Vorhersage: 2, Fehler: 0.500005
Testbild Nr. 3667: JA, Label = 9, Vorhersage: 9, Fehler: 6.96295e-22
Testbild Nr. 3668: JA, Label = 7, Vorhersage: 7, Fehler: 1.59222e-40
Testbild Nr. 3669: JA, Label = 2, Vorhersage: 2, Fehler: 2.35443e-54
